x coord.,y coord,yaw,time
[0.21896951],[3.39386668],[186.00739332],Mon Mar 14 16:19:31 2022
[0.22101773],[3.37835265],[184.69188819],Mon Mar 14 16:19:31 2022
[0.22145923],[3.3632863],[183.2351169],Mon Mar 14 16:19:31 2022
[0.21936924],[3.34406132],[181.55600552],Mon Mar 14 16:19:31 2022
[0.21898531],[3.32954269],[180.53668566],Mon Mar 14 16:19:31 2022
[0.21923705],[3.32305526],[178.79340198],Mon Mar 14 16:19:31 2022
[0.21884696],[3.31583994],[178.5132887],Mon Mar 14 16:19:31 2022
[0.21805076],[3.31365339],[178.0403914],Mon Mar 14 16:19:31 2022
[0.21720632],[3.31216868],[178.10464483],Mon Mar 14 16:19:31 2022
[0.21650253],[3.31148284],[178.59747652],Mon Mar 14 16:19:31 2022
[0.21563756],[3.30969293],[178.56836481],Mon Mar 14 16:19:31 2022
[0.21429491],[3.30884719],[178.51214448],Mon Mar 14 16:19:31 2022
[0.21282537],[3.30791572],[178.48508813],Mon Mar 14 16:19:31 2022
[0.21134028],[3.30720705],[178.52763035],Mon Mar 14 16:19:32 2022
[0.20960041],[3.30636724],[181.99208283],Mon Mar 14 16:19:32 2022
[0.20750372],[3.30634101],[183.0263595],Mon Mar 14 16:19:32 2022
[0.20562741],[3.30609078],[186.07660817],Mon Mar 14 16:19:32 2022
[0.20082256],[3.30593503],[186.85411807],Mon Mar 14 16:19:32 2022
[0.19978392],[3.30590137],[189.22755563],Mon Mar 14 16:19:32 2022
[0.19329588],[3.30517959],[190.20503296],Mon Mar 14 16:19:32 2022
[0.18920591],[3.30413298],[191.91653601],Mon Mar 14 16:19:32 2022
[0.17665147],[3.30061941],[193.11891166],Mon Mar 14 16:19:32 2022
[0.16749152],[3.29815542],[194.63430091],Mon Mar 14 16:19:32 2022
[0.16008337],[3.29496441],[195.99835781],Mon Mar 14 16:19:32 2022
[0.14614143],[3.28721906],[196.60866999],Mon Mar 14 16:19:32 2022
[0.13726154],[3.28243612],[197.25563702],Mon Mar 14 16:19:32 2022
[0.12686356],[3.27720658],[198.636623],Mon Mar 14 16:19:32 2022
[0.1125506],[3.27129215],[201.44156413],Mon Mar 14 16:19:32 2022
[0.07622297],[3.25628467],[202.24354795],Mon Mar 14 16:19:32 2022
[0.06782271],[3.25220027],[202.73099897],Mon Mar 14 16:19:32 2022
[0.06031229],[3.24821885],[203.38250817],Mon Mar 14 16:19:32 2022
[0.05379458],[3.244642],[203.35234547],Mon Mar 14 16:19:33 2022
[0.04097978],[3.23837982],[204.5682847],Mon Mar 14 16:19:33 2022
[0.01792606],[3.22880968],[204.84536932],Mon Mar 14 16:19:33 2022
[0.00340419],[3.22236407],[204.86788487],Mon Mar 14 16:19:33 2022
[-0.00790164],[3.21771904],[204.65332746],Mon Mar 14 16:19:33 2022
[-0.02369322],[3.20850088],[205.28691639],Mon Mar 14 16:19:33 2022
[-0.05632267],[3.19428638],[205.44814554],Mon Mar 14 16:19:33 2022
[-0.09842984],[3.16990041],[205.23653643],Mon Mar 14 16:19:33 2022
[-0.11237757],[3.16176236],[205.44054677],Mon Mar 14 16:19:33 2022
[-0.12952664],[3.15306734],[205.83414927],Mon Mar 14 16:19:33 2022
[-0.14937044],[3.14631438],[206.11113657],Mon Mar 14 16:19:33 2022
[-0.15919722],[3.14316739],[206.25662263],Mon Mar 14 16:19:33 2022
